question,condition,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean
"Er weiß, der Mann hat das neue und teure Handy geklaut.",F,participant_68,4.0,Dezember,3.5,0.5
"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",F,participant_68,5.0,Dezember,3.5,1.5
"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",F,participant_68,1.0,Dezember,3.5,-2.5
Da gelacht rüber hat der Moderator natürlich nicht.,F,participant_68,3.0,Dezember,3.5,-0.5
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_68,5.0,Dezember,3.5,1.5
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_68,6.0,Dezember,3.5,2.5
Eine Ausbildung in Frankreich steht für Gewandt- und Kultiviertheit.,H 4.8,participant_68,4.0,Dezember,3.5,0.5
Sie strahlen Erhaben- und Vergangenheit aus.,H 4'.1,participant_68,6.0,Dezember,3.5,2.5
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_68,3.0,Dezember,3.5,-0.5
Die Wichtig- und Richtigkeit der Erkenntnisse kann nicht oft genug betont werden.,K 2'.5,participant_68,7.0,Dezember,3.5,3.5
Jede Zeit kommt mit einer eigenen Idee von Männlich- und Weiblichkeit.,K 5.2,participant_68,6.0,Dezember,3.5,2.5
Die Erkenntnis über seine Gleichgültig- und Eitelkeit kam aber zu spät.,K 5'.3,participant_68,2.0,Dezember,3.5,-1.5
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_68,4.0,Dezember,3.5,0.5
Der Schraubenzieher ist hand- und dünnlich.,L 2'.5,participant_68,3.0,Dezember,3.5,-0.5
Seine Antwort war ehr- und erstaunlich.,L 5.2,participant_68,2.0,Dezember,3.5,-1.5
weil er behilf- und niedlich ist.,L 5'.3,participant_68,4.0,Dezember,3.5,0.5
Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,Mis 3.6,participant_68,1.0,Dezember,3.5,-2.5
Die Zuständig- und Begebenheiten in dem Fall sind noch nicht geklärt.,Mis 3'.7,participant_68,1.0,Dezember,3.5,-2.5
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6.4,participant_68,5.0,Dezember,3.5,1.5
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_68,1.0,Dezember,3.5,-2.5
Sie treffen sich täg- und heimlich.,Mix 3.6,participant_68,2.0,Dezember,3.5,-1.5
Die Durchsuchung Mitten in der Nacht war amt- und gründlich.,Mix 3'.7,participant_68,3.0,Dezember,3.5,-0.5
Der Auftritt war lächer- und peinlich.,Mix 6.4,participant_68,3.0,Dezember,3.5,-0.5
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_68,4.0,Dezember,3.5,0.5
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_68,2.0,Dezember,3.5,-1.5
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_68,2.0,Dezember,3.5,-1.5
Seine Verteidigung war widersprüch- und jämmerlich.,U 4.8,participant_68,5.0,Dezember,3.5,1.5
Es schmeckt vorzüg- und köstlich.,U 4'.1,participant_68,3.0,Dezember,3.5,-0.5
Nudeln sind der neue Reis.,Deutsch_test_2,participant_68,6.0,Dezember,3.5,2.5
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_68,1.0,Dezember,3.5,-2.5
Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,F,participant_69,7.0,Mai,2.59375,4.40625
Der alte und geschützte Wald wurde vor gerodet.,F,participant_69,6.0,Mai,2.59375,3.40625
Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,F,participant_69,7.0,Mai,2.59375,4.40625
Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,F,participant_69,7.0,Mai,2.59375,4.40625
Ich habe dem Kunden sich selbst im Spiegel präsentiert.,F,participant_69,3.0,Mai,2.59375,0.40625
Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,F,participant_69,3.0,Mai,2.59375,0.40625
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_69,2.0,Mai,2.59375,-0.59375
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_69,2.0,Mai,2.59375,-0.59375
Die Tat wurde mit Trunken- und Verlogenheit begangen.,H 4.3,participant_69,1.0,Mai,2.59375,-1.59375
Die Allgemein- und Gesamtheit der Regeln spricht dafür.,H 4'.4,participant_69,2.0,Mai,2.59375,-0.59375
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_69,1.0,Mai,2.59375,-1.59375
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_69,2.0,Mai,2.59375,-0.59375
Das Weihnachtsfest umgibt eine Atmosphäre von Heilig- und Seligkeit.,K 5.5,participant_69,3.0,Mai,2.59375,0.40625
Die Ordensleute erzählen immer von Momenten der Barmherzig- und Glückseligkeit.,K 5'.6,participant_69,3.0,Mai,2.59375,0.40625
Das Lachen ist kind- und herzlich.,L 2.3,participant_69,1.0,Mai,2.59375,-1.59375
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_69,1.0,Mai,2.59375,-1.59375
Die Ergebnisse sind wissenschaft- und vertraulich.,L 5.5,participant_69,1.0,Mai,2.59375,-1.59375
Am Anfang hat der Wein wider- und abscheulich geschmeckt.,L 5'.6,participant_69,1.0,Mai,2.59375,-1.59375
Die Geisterbahn ist voller Dunkel- und Grausamkeit.,Mis 3.1,participant_69,3.0,Mai,2.59375,0.40625
Dafür sind Großzügig- und Verbundenheit entscheidend.,Mis 3'.2,participant_69,2.0,Mai,2.59375,-0.59375
Für sie gelten Konzepte wie Keusch- und Jungfräulichkeit häufiger.,Mis 6.7,participant_69,2.0,Mai,2.59375,-0.59375
Viele werden sich im Alter ihrer Sterblich- und Unzufriedenheit bewusst.,Mis 6'.8,participant_69,1.0,Mai,2.59375,-1.59375
Er hat höf- und freundlich abgesagt.,Mix 3.1,participant_69,1.0,Mai,2.59375,-1.59375
Die Bezahlung vieler Berufe ist leid- und kümmerlich.,Mix 3'.2,participant_69,4.0,Mai,2.59375,1.40625
Das klingt als wäre er sehr anhäng- und empfindlich.,Mix 6.7,participant_69,1.0,Mai,2.59375,-1.59375
Der ganze Papierkram für ein Visum ist erforder- und umständlich.,Mix 6'.8,participant_69,1.0,Mai,2.59375,-1.59375
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_69,1.0,Mai,2.59375,-1.59375
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_69,1.0,Mai,2.59375,-1.59375
Schottergärten sind gräss- und hässlich.,U 4.3,participant_69,5.0,Mai,2.59375,2.40625
Der Tiger hat den Pfleger plötz- und vorsätzlich angegriffen.,U 4'.4,participant_69,1.0,Mai,2.59375,-1.59375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_69,6.0,Mai,2.59375,3.40625
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_69,1.0,Mai,2.59375,-1.59375
Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,F,participant_70,6.0,Februar,2.71875,3.28125
"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",F,participant_70,6.0,Februar,2.71875,3.28125
Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,F,participant_70,5.0,Februar,2.71875,2.28125
Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,F,participant_70,1.0,Februar,2.71875,-1.71875
Die Suppe wurde gegen versalzen.,F,participant_70,1.0,Februar,2.71875,-1.71875
Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,F,participant_70,6.0,Februar,2.71875,3.28125
Das ist die Verrückt- und Besonderheit ihrer Herangehensweise.,H 1.5,participant_70,2.0,Februar,2.71875,-0.71875
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_70,6.0,Februar,2.71875,3.28125
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,H 4.6,participant_70,4.0,Februar,2.71875,1.28125
Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,H 4'.7,participant_70,4.0,Februar,2.71875,1.28125
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_70,2.0,Februar,2.71875,-0.71875
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_70,3.0,Februar,2.71875,0.28125
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,K 5.8,participant_70,5.0,Februar,2.71875,2.28125
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_70,2.0,Februar,2.71875,-0.71875
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_70,2.0,Februar,2.71875,-0.71875
Das Lachen ist herz- und kindlich.,L 2'.3,participant_70,3.0,Februar,2.71875,0.28125
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,L 5.8,participant_70,1.0,Februar,2.71875,-1.71875
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_70,2.0,Februar,2.71875,-0.71875
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_70,2.0,Februar,2.71875,-0.71875
Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Mis 3'.5,participant_70,1.0,Februar,2.71875,-1.71875
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_70,2.0,Februar,2.71875,-0.71875
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_70,2.0,Februar,2.71875,-0.71875
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_70,2.0,Februar,2.71875,-0.71875
Im Kindergarten wird alles schwester- und brüderlich geteilt.,Mix 3'.5,participant_70,1.0,Februar,2.71875,-1.71875
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_70,1.0,Februar,2.71875,-1.71875
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_70,1.0,Februar,2.71875,-1.71875
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_70,2.0,Februar,2.71875,-0.71875
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_70,3.0,Februar,2.71875,0.28125
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,U 4.6,participant_70,1.0,Februar,2.71875,-1.71875
Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,U 4'.7,participant_70,1.0,Februar,2.71875,-1.71875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_70,6.0,Februar,2.71875,3.28125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_70,1.0,Februar,2.71875,-1.71875
In der Mensa essen viele Studentinnen und Studenten zu Mittag.,F,participant_71,6.0,Januar,2.6875,3.3125
Was hat der Reporter welchem Redakteur verkauft?,F,participant_71,4.0,Januar,2.6875,1.3125
Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,F,participant_71,6.0,Januar,2.6875,3.3125
Der Komponist hat dem neuen italienischen Tenor es zugemutet.,F,participant_71,2.0,Januar,2.6875,-0.6875
"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",F,participant_71,1.0,Januar,2.6875,-1.6875
Die Tinte wurde für vergossen.,F,participant_71,1.0,Januar,2.6875,-1.6875
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_71,3.0,Januar,2.6875,0.3125
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_71,2.0,Januar,2.6875,-0.6875
Der Richter vermittelt mit Besonnen- und Rechtschaffenheit.,H 4.7,participant_71,2.0,Januar,2.6875,-0.6875
Eine Ausbildung in Frankreich steht für Kultiviert- und Gewandtheit.,H 4'.8,participant_71,3.0,Januar,2.6875,0.3125
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_71,3.0,Januar,2.6875,0.3125
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_71,2.0,Januar,2.6875,-0.6875
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,K 5.1,participant_71,4.0,Januar,2.6875,1.3125
Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,K 5'.2,participant_71,5.0,Januar,2.6875,2.3125
Das Lachen ist kind- und herzlich.,L 2.3,participant_71,3.0,Januar,2.6875,0.3125
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_71,2.0,Januar,2.6875,-0.6875
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,L 5.1,participant_71,3.0,Januar,2.6875,0.3125
Seine Antwort war erstaun- und ehrlich.,L 5'.2,participant_71,1.0,Januar,2.6875,-1.6875
Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,Mis 3.5,participant_71,2.0,Januar,2.6875,-0.6875
Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,Mis 3'.6,participant_71,3.0,Januar,2.6875,0.3125
Allein die Bescheiden- und Liebenswürdigkeit der Autorin war schon überzeugend.,Mis 6.3,participant_71,4.0,Januar,2.6875,1.3125
Vor lauter Bitter- und Beschränktheit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6'.4,participant_71,3.0,Januar,2.6875,0.3125
Im Kindergarten wird alles brüder- und schwesterlich geteilt.,Mix 3.5,participant_71,5.0,Januar,2.6875,2.3125
Sie treffen sich heim- und täglich.,Mix 3'.6,participant_71,2.0,Januar,2.6875,-0.6875
Sie hat aber tatsäch- und wirklich mehr verlangt.,Mix 6.3,participant_71,2.0,Januar,2.6875,-0.6875
Der Auftritt war pein- und lächerlich.,Mix 6'.4,participant_71,2.0,Januar,2.6875,-0.6875
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_71,2.0,Januar,2.6875,-0.6875
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_71,1.0,Januar,2.6875,-1.6875
Eine Zeitung ist ein auf die Gegenwart bezüg- und alltägliches Medium.,U 4.7,participant_71,1.0,Januar,2.6875,-1.6875
Seine Verteidigung war jämmer- und widersprüchlich.,U 4'.8,participant_71,3.0,Januar,2.6875,0.3125
Nudeln sind der neue Reis.,Deutsch_test_2,participant_71,2.0,Januar,2.6875,-0.6875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_71,1.0,Januar,2.6875,-1.6875
Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,F,participant_72,5.0,August,2.6875,2.3125
"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",F,participant_72,4.0,August,2.6875,1.3125
Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,F,participant_72,1.0,August,2.6875,-1.6875
Bei dem Regen die Familie macht bestimmt kein Picknick.,F,participant_72,1.0,August,2.6875,-1.6875
Die Blume wurde gegen gegossen.,F,participant_72,1.0,August,2.6875,-1.6875
Der Mann schenkt seiner Verlobten eine rote Rose.,F,participant_72,6.0,August,2.6875,3.3125
Die Echt- und Nettheit seiner Reaktion hat allen gefallen.,H 1.6,participant_72,3.0,August,2.6875,0.3125
Allen war die Feig- und Dummheit ihrer Entscheidung klar.,H 1'.7,participant_72,2.0,August,2.6875,-0.6875
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_72,4.0,August,2.6875,1.3125
Sie strahlen Erhaben- und Vergangenheit aus.,H 4'.1,participant_72,2.0,August,2.6875,-0.6875
Die Ehrlich- und Freundlichkeit ihrer Worte war rührend.,K 2.8,participant_72,3.0,August,2.6875,0.3125
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_72,4.0,August,2.6875,1.3125
Jede Zeit kommt mit einer eigenen Idee von Männlich- und Weiblichkeit.,K 5.2,participant_72,3.0,August,2.6875,0.3125
Die Erkenntnis über seine Gleichgültig- und Eitelkeit kam aber zu spät.,K 5'.3,participant_72,3.0,August,2.6875,0.3125
Das war absicht- und sicherlich der Nachbar.,L 2.8,participant_72,2.0,August,2.6875,-0.6875
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_72,4.0,August,2.6875,1.3125
Seine Antwort war ehr- und erstaunlich.,L 5.2,participant_72,1.0,August,2.6875,-1.6875
weil er behilf- und niedlich ist.,L 5'.3,participant_72,3.0,August,2.6875,0.3125
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_72,3.0,August,2.6875,0.3125
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_72,3.0,August,2.6875,0.3125
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6.4,participant_72,5.0,August,2.6875,2.3125
Sie schwören einander Brüderlich- und Kühnheit.,Mis 6'.5,participant_72,2.0,August,2.6875,-0.6875
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_72,2.0,August,2.6875,-0.6875
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_72,2.0,August,2.6875,-0.6875
Der Auftritt war lächer- und peinlich.,Mix 6.4,participant_72,2.0,August,2.6875,-0.6875
Ihre Worte waren deut- und ähnlich.,Mix 6'.5,participant_72,1.0,August,2.6875,-1.6875
Besonders Mikroplastik ist künst- und schädlich.,U 1.6,participant_72,1.0,August,2.6875,-1.6875
In der Gegend hier ist es eigentüm- und ländlich.,U 1'.7,participant_72,3.0,August,2.6875,0.3125
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_72,2.0,August,2.6875,-0.6875
Es schmeckt vorzüg- und köstlich.,U 4'.1,participant_72,2.0,August,2.6875,-0.6875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_72,5.0,August,2.6875,2.3125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_72,1.0,August,2.6875,-1.6875
Die Mutter hat dem Sohn es verboten.,F,participant_73,3.0,April,4.0,-1.0
"Der Chemiker meint er, dass den Pharmakonzern belogen hat.",F,participant_73,4.0,April,4.0,0.0
Die Sitzung wurde aus vertagt.,F,participant_73,3.0,April,4.0,-1.0
Auf dem Markt verkaufen viele Bauern Obst und Gemüse.,F,participant_73,6.0,April,4.0,2.0
Was hat der Verkäufer welchem Kunden geraten?,F,participant_73,5.0,April,4.0,1.0
"In der Elbe glaubt sie, hat der Fischer das kleine und flinke Boot versenkt.",F,participant_73,3.0,April,4.0,-1.0
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_73,6.0,April,4.0,2.0
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_73,6.0,April,4.0,2.0
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_73,5.0,April,4.0,1.0
"Er glaubt, dass die Staatsanwälte zu viel Verschwiegen- und Befangenheit an den Tag legen.",H 4'.5,participant_73,4.0,April,4.0,0.0
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_73,5.0,April,4.0,1.0
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_73,5.0,April,4.0,1.0
Die Ordensleute erzählen immer von Momenten der Glückselig- und Barmherzigkeit.,K 5.6,participant_73,5.0,April,4.0,1.0
Die Unfähig- und Feindseligkeit der Angestellten ist alles andere als guter Service.,K 5'.7,participant_73,3.0,April,4.0,-1.0
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_73,3.0,April,4.0,-1.0
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_73,1.0,April,4.0,-3.0
Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,L 5.6,participant_73,3.0,April,4.0,-1.0
Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,L 5'.7,participant_73,6.0,April,4.0,2.0
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_73,3.0,April,4.0,-1.0
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_73,1.0,April,4.0,-3.0
Viele werden sich im Alter ihrer Unzufrieden- und Sterblichkeit bewusst.,Mis 6.8,participant_73,2.0,April,4.0,-2.0
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_73,5.0,April,4.0,1.0
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_73,4.0,April,4.0,0.0
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_73,4.0,April,4.0,0.0
Der ganze Papierkram für ein Visum ist umständ- und erforderlich.,Mix 6.8,participant_73,6.0,April,4.0,2.0
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_73,6.0,April,4.0,2.0
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_73,4.0,April,4.0,0.0
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_73,4.0,April,4.0,0.0
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_73,2.0,April,4.0,-2.0
Sie stellen grundsätz- und hauptsächlich Frauen ein.,U 4'.5,participant_73,3.0,April,4.0,-1.0
Nudeln sind der neue Reis.,Deutsch_test_2,participant_73,3.0,April,4.0,-1.0
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_73,5.0,April,4.0,1.0
Das Haus wurde unter gestrichen.,F,participant_74,1.0,Juni,3.3125,-2.3125
Die Familie hat eine teure Reise voreilig gebucht.,F,participant_74,7.0,Juni,3.3125,3.6875
"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",F,participant_74,6.0,Juni,3.3125,2.6875
"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",F,participant_74,6.0,Juni,3.3125,2.6875
"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",F,participant_74,2.0,Juni,3.3125,-1.3125
Da gestimmt für hat der Wähler aber nicht.,F,participant_74,1.0,Juni,3.3125,-2.3125
Viele streben innere Gelassen- und Zufriedenheit an.,H 1.8,participant_74,7.0,Juni,3.3125,3.6875
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_74,6.0,Juni,3.3125,2.6875
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_74,3.0,Juni,3.3125,-0.3125
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_74,5.0,Juni,3.3125,1.6875
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_74,1.0,Juni,3.3125,-2.3125
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_74,2.0,Juni,3.3125,-1.3125
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_74,3.0,Juni,3.3125,-0.3125
Das Weihnachtsfest bedeutet für viele eine Atmosphäre von Selig- und Heiligkeit.,K 5'.5,participant_74,4.0,Juni,3.3125,0.6875
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_74,2.0,Juni,3.3125,-1.3125
Das Lachen ist herz- und kindlich.,L 2'.3,participant_74,4.0,Juni,3.3125,0.6875
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_74,3.0,Juni,3.3125,-0.3125
Die Ergebnisse sind vertrau- und wissenschaftlich.,L 5'.5,participant_74,2.0,Juni,3.3125,-1.3125
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_74,4.0,Juni,3.3125,0.6875
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_74,2.0,Juni,3.3125,-1.3125
Die Oma hat viel Weis- und Zärtlichkeit für ihre Enkel.,Mis 6.6,participant_74,2.0,Juni,3.3125,-1.3125
Für sie gelten Konzepte wie Jungfräulich- und Keuschheit häufiger.,Mis 6'.7,participant_74,2.0,Juni,3.3125,-1.3125
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_74,3.0,Juni,3.3125,-0.3125
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_74,4.0,Juni,3.3125,0.6875
Die Arbeitsleistung ist gewöhn- und ordentlich.,Mix 6.6,participant_74,2.0,Juni,3.3125,-1.3125
Das klingt als wäre er sehr empfind- und anhänglich.,Mix 6'.7,participant_74,2.0,Juni,3.3125,-1.3125
In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,U 1.8,participant_74,2.0,Juni,3.3125,-1.3125
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_74,1.0,Juni,3.3125,-2.3125
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_74,2.0,Juni,3.3125,-1.3125
Schottergärten sind häss- und grässlich.,U 4'.3,participant_74,7.0,Juni,3.3125,3.6875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_74,7.0,Juni,3.3125,3.6875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_74,1.0,Juni,3.3125,-2.3125
Der Teppichhändler hat dem Prinzen den großen und schönen Teppich verkauft.,F,participant_75,7.0,August,4.59375,2.40625
"Auf dem Heimweg denkt sie, hat das Kind den Schlüssel verloren.",F,participant_75,1.0,August,4.59375,-3.59375
Die Fotografen haben einander es als schönstes und bestes Foto bestätigt.,F,participant_75,7.0,August,4.59375,2.40625
Bei dem Regen die Familie macht bestimmt kein Picknick.,F,participant_75,1.0,August,4.59375,-3.59375
Die Blume wurde gegen gegossen.,F,participant_75,4.0,August,4.59375,-0.59375
Der Mann schenkt seiner Verlobten eine rote Rose.,F,participant_75,7.0,August,4.59375,2.40625
Die Echt- und Nettheit seiner Reaktion hat allen gefallen.,H 1.6,participant_75,7.0,August,4.59375,2.40625
Allen war die Feig- und Dummheit ihrer Entscheidung klar.,H 1'.7,participant_75,7.0,August,4.59375,2.40625
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_75,3.0,August,4.59375,-1.59375
Sie strahlen Erhaben- und Vergangenheit aus.,H 4'.1,participant_75,1.0,August,4.59375,-3.59375
Die Ehrlich- und Freundlichkeit ihrer Worte war rührend.,K 2.8,participant_75,7.0,August,4.59375,2.40625
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_75,7.0,August,4.59375,2.40625
Jede Zeit kommt mit einer eigenen Idee von Männlich- und Weiblichkeit.,K 5.2,participant_75,7.0,August,4.59375,2.40625
Die Erkenntnis über seine Gleichgültig- und Eitelkeit kam aber zu spät.,K 5'.3,participant_75,7.0,August,4.59375,2.40625
Das war absicht- und sicherlich der Nachbar.,L 2.8,participant_75,1.0,August,4.59375,-3.59375
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_75,1.0,August,4.59375,-3.59375
Seine Antwort war ehr- und erstaunlich.,L 5.2,participant_75,2.0,August,4.59375,-2.59375
weil er behilf- und niedlich ist.,L 5'.3,participant_75,2.0,August,4.59375,-2.59375
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_75,7.0,August,4.59375,2.40625
