condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_62,3.0,Februar,3.875,-0.875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_67,1.0,Oktober,4.0,-3.0,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_70,1.0,Februar,2.71875,-1.71875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_79,1.0,Oktober,2.25,-1.25,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_83,1.0,Oktober,2.09375,-1.09375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_84,2.0,Februar,3.96875,-1.96875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_85,2.0,Februar,4.0,-2.0,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_86,3.0,Februar,4.0,-1.0,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_88,1.0,Februar,2.09375,-1.09375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_105,2.0,Februar,3.75,-1.75,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_110,1.0,Februar,1.78125,-0.78125,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_117,3.0,Oktober,2.25,0.75,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_122,3.0,Oktober,2.625,0.375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_124,2.0,Oktober,2.78125,-0.78125,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_132,2.0,Februar,1.9375,0.0625,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_133,6.0,Februar,4.15625,1.84375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_143,1.0,Februar,2.1875,-1.1875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_145,5.0,Februar,4.15625,0.84375,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_155,1.0,Februar,3.21875,-2.21875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_158,1.0,Oktober,1.90625,-0.90625,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_167,2.0,Februar,3.8125,-1.8125,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6.2,NaN,Mutproben sind gefähr- und schrecklich.,participant_168,7.0,Februar,4.03125,2.96875,complex,umlaut mix,"Immer wieder sterben junge Leute bei Mutproben.
Mutproben sind gefähr- und schrecklich.",gefähr,schrecklich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_4,2.0,Februar,3.65625,-1.65625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_4,2.0,Februar,3.65625,-1.65625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_5,2.0,Oktober,4.0625,-2.0625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_5,2.0,Oktober,4.0625,-2.0625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_6,1.0,Februar,3.03125,-2.03125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_6,1.0,Februar,3.03125,-2.03125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_9,1.0,Oktober,4.09375,-3.09375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_9,1.0,Oktober,4.09375,-3.09375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_11,3.0,Februar,4.71875,-1.71875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_11,3.0,Februar,4.71875,-1.71875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_18,2.0,Oktober,3.3125,-1.3125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_18,2.0,Oktober,3.3125,-1.3125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_21,2.0,Februar,3.8125,-1.8125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_21,2.0,Februar,3.8125,-1.8125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_22,1.0,Februar,2.71875,-1.71875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_22,1.0,Februar,2.71875,-1.71875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_25,1.0,Oktober,1.75,-0.75,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_25,1.0,Oktober,1.75,-0.75,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_30,1.0,Februar,3.0625,-2.0625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_30,1.0,Februar,3.0625,-2.0625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_48,3.0,Oktober,4.53125,-1.53125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_48,3.0,Oktober,4.53125,-1.53125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_51,1.0,Oktober,1.96875,-0.96875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_51,1.0,Oktober,1.96875,-0.96875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_57,2.0,Februar,3.59375,-1.59375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_57,2.0,Februar,3.59375,-1.59375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_62,1.0,Februar,3.875,-2.875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_62,1.0,Februar,3.875,-2.875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_67,2.0,Oktober,4.0,-2.0,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_67,2.0,Oktober,4.0,-2.0,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_70,1.0,Februar,2.71875,-1.71875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_70,1.0,Februar,2.71875,-1.71875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_79,1.0,Oktober,2.25,-1.25,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_79,1.0,Oktober,2.25,-1.25,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_83,1.0,Oktober,2.09375,-1.09375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_83,1.0,Oktober,2.09375,-1.09375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_84,1.0,Februar,3.96875,-2.96875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_84,1.0,Februar,3.96875,-2.96875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_85,2.0,Februar,4.0,-2.0,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_85,2.0,Februar,4.0,-2.0,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_86,2.0,Februar,4.0,-2.0,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_86,2.0,Februar,4.0,-2.0,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_88,1.0,Februar,2.09375,-1.09375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_88,1.0,Februar,2.09375,-1.09375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_94,2.0,Oktober,2.90625,-0.90625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_97,2.0,Oktober,3.09375,-1.09375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_105,2.0,Februar,3.75,-1.75,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_105,2.0,Februar,3.75,-1.75,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_110,1.0,Februar,1.78125,-0.78125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_110,1.0,Februar,1.78125,-0.78125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_117,1.0,Oktober,2.25,-1.25,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_117,1.0,Oktober,2.25,-1.25,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_122,1.0,Oktober,2.625,-1.625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_122,1.0,Oktober,2.625,-1.625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_124,2.0,Oktober,2.78125,-0.78125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_124,2.0,Oktober,2.78125,-0.78125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_132,1.0,Februar,1.9375,-0.9375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_132,1.0,Februar,1.9375,-0.9375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_133,2.0,Februar,4.15625,-2.15625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_133,2.0,Februar,4.15625,-2.15625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_137,1.0,Oktober,1.9375,-0.9375,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_143,1.0,Februar,2.1875,-1.1875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_143,1.0,Februar,2.1875,-1.1875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_145,4.0,Februar,4.15625,-0.15625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_145,4.0,Februar,4.15625,-0.15625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_155,1.0,Februar,3.21875,-2.21875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_155,1.0,Februar,3.21875,-2.21875,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_158,1.0,Oktober,1.90625,-0.90625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_158,1.0,Oktober,1.90625,-0.90625,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_167,1.0,Februar,3.8125,-2.8125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_167,1.0,Februar,3.8125,-2.8125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_168,3.0,Februar,4.03125,-1.03125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.3,NaN,Sie hat aber wirk- und tatsächlich mehr verlangt.,participant_168,3.0,Februar,4.03125,-1.03125,complex,umlaut mix,Sie hat aber wirk- und tatsächlich mehr verlangt.,wirk,tatsächlich
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_4,2.0,Februar,3.65625,-1.65625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_5,2.0,Oktober,4.0625,-2.0625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_6,1.0,Februar,3.03125,-2.03125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_9,7.0,Oktober,4.09375,2.90625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_11,3.0,Februar,4.71875,-1.71875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_18,3.0,Oktober,3.3125,-0.3125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_21,2.0,Februar,3.8125,-1.8125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_22,2.0,Februar,2.71875,-0.71875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_25,1.0,Oktober,1.75,-0.75,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_30,2.0,Februar,3.0625,-1.0625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_48,6.0,Oktober,4.53125,1.46875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_51,1.0,Oktober,1.96875,-0.96875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_57,2.0,Februar,3.59375,-1.59375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_58,6.0,Oktober,4.133333333,1.8666666669999996,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_62,6.0,Februar,3.875,2.125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_67,4.0,Oktober,4.0,0.0,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_70,2.0,Februar,2.71875,-0.71875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_79,1.0,Oktober,2.25,-1.25,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
